violence cases,1.0
expedient service,1.0
proper training,1.0
domestic violence cases,1.5
legal cases,1.0
collaborative efforts,1.0
civil matters,1.0
including custody,1.0
social problems,1.0
contempt hearings,1.0
Protection Orders,1.0
federal grant,1.0
county grant writer,1.5
Arrest Policies,1.0
domestic violence,1.0
civil matters,1.0
nonscheduled work hours,1.5
local police,1.0
domestic violence training program,2.0
municipal police departments,1.5
state police,1.0
criminal justice system,1.5
disparate data files,1.5
two-year program,1.0
civil justice attorney,1.5
additional officers,1.0
overtime costs,1.0
address problems,1.0
police departments,1.0
advocacy trainer,1.0
effective link,1.0
immediate delivery,1.0
dangerous individuals,1.0
information management system,1.5
parole officers,1.0
helping justice agencies,1.5
criminal files,1.0
potential errors,1.0
criminal suspects,1.0
respectful treatment,1.0
legal system,1.0
landlord-tenant disputes,1.0
criminal cases,1.0
legal work,1.0
nonprofit practice,1.0
nonprofit status,1.0
former bodega,1.0
renting space,1.0
federal nonprofit,1.0
Former prosecutor,1.0
former assistant district,1.5
chief prosecutor,1.0
state status,1.0
city Housing,1.0
tenant ownership program,1.5
modest improvements,1.0
room makeover,1.0
commercial users,1.0
Program guidelines,1.0
tenants priority,1.0
residential housing agency,1.5
commercial space,1.0
fair market value,1.5
residential tenants,1.0
community-minded agencies,1.0
legal practice,1.0
bad faith,1.0
Legal services agency,1.5
Asian communities,1.0
Asian population,1.0
significant part,1.0
poverty population,1.0
Pomona valleys,1.0
Asian populations,1.0
legal services,1.0
cultural isolation,1.0
poverty line,1.0
free consumer,1.0
cultural diversity,1.0
public benefits,1.0
legal services,1.0
Asian languages,1.0
speaking Cantonese,1.0
language skills,1.0
simple telephone advice,1.5
legal representation,1.0
Legal service providers,1.5
family law attorney,1.5
legal offices,1.0
domestic violence cases,1.5
private law firm,1.5
NLS lawyers,1.0
legal services,1.0
funds providers,1.0
federal agency,1.0
Gabriel-Pomona valleys,1.0
competitive grant,1.0
legal advice,1.0
three-year grant,1.0
separate technology,1.0
early board members,1.5
legal community,1.0
poor people,1.0
congressional appropriation,1.0
divorce proceedings,1.0
volunteer attorneys,1.0
charity operation,1.0
bare bones,1.0
national acclaim,1.0
including state,1.0
equal access,1.0
justice system,1.0
staffing operations,1.0
legal advice,1.0
poor people,1.0
poor person,1.0
legal help,1.0
helping people,1.0
pretty good,1.0
digital divide,1.0
small claims court,1.5
civil matters,1.0
including disputes,1.0
early years,1.0
Indian causes,1.0
battered immigrant,1.0
federal funding crises,1.5
particularly sweet,1.0
million operating budget,1.5
appropriate money,1.0
federal courts,1.0
legal care,1.0
donating money,1.0
charitable organizations,1.0
domestic abuse,1.0
limited assets,1.0
large organization,1.0
legal representation,1.0
private entities,1.0
financial assistance,1.0
legal professionals,1.0
big challenge grant,1.5
legal help,1.0
Annual Fee,1.0
legal aid services,1.5
Unemployment rates,1.0
Bankruptcy rates,1.0
hiked attorney registration,1.5
alcohol problems,1.0
annual fee,1.0
active lawyers,1.0
legal aid,1.0
alcohol addiction,1.0
legal services,1.0
equal justice,1.0
fees lawyers pay,1.5
separate increases,1.0
full court,1.0
active attorneys,1.0
LAP aim,1.0
additional staff,1.0
escrow funds,1.0
civil matters,1.0
income residents,1.0
public confidence,1.0
legal services,1.0
fee increase,1.0
low interest rates,1.5
sagging economy,1.0
trust fund,1.0
substance abuse,1.0
Peoria lawyer,1.0
legal aid groups,1.5
registration fees,1.0
big step,1.0
past president,1.0
important step,1.0
fee increase,1.0
special committee,1.0
lawyer assistance,1.0
mental illness,1.0
additional resources,1.0
broad support,1.0
fee increase,1.0
additional revenue,1.0
fee hike,1.0
personal crises,1.0
additional funding,1.0
law schools,1.0
current funding,1.0
special state treasury account,2.0
Anthem Payout,1.0
relapse treatment,1.0
private donations,1.0
bar associations,1.0
valuable benefits,1.0
Medicaid-paid spot,1.0
program guidelines,1.0
Legal aid lawyers,1.5
action team,1.0
eligibility threshold,1.0
aid recipients,1.0
Anthem payouts,1.0
legal-services programs,1.0
nursing home,1.0
low-income folks,1.0
statewide conference calls,1.5
basic advice,1.0
eligibility guidelines,1.0
staff attorney,1.0
recent mailing,1.0
Indianapolis-based insurer,1.0
mutual company,1.0
legal hotline,1.0
nice surprise,1.0
legal-aid lawyer,1.0
benefits counselor,1.0
legal service,1.0
state-administered aid,1.0
sudden concern,1.0
losing benefits,1.0
eligible policyholders,1.0
elderly residents,1.0
nursing-home beds,1.0
surrounding counties,1.0
losing benefits,1.0
average payout,1.0
Anthem payouts,1.0
presumably seniors,1.0
justifiably concerned,1.0
staff attorney,1.0
potential effect,1.0
particular situation,1.0
eligibility policy,1.0
fair-market value,1.0
aid recipients,1.0
real danger,1.0
public-aid benefits,1.0
branch manager,1.0
really good,1.0
medical bills,1.0
allowable expenditures,1.0
broad latitude,1.0
main requirement,1.0
supplement health-insurance policy,1.5
paying property taxes,1.5
home repairs,1.0
prepaid burial,1.0
medical transportation needs,1.5
Bloomington office,1.0
public advocacy groups,1.5
taking public,1.0
law students,1.0
Legal education debt,1.5
Law school debts,1.5
forcing recruits,1.0
Washingtonbased groups,1.0
public interest,1.0
massive student loans,1.5
facing losses,1.0
work force,1.0
joint study,1.0
interest jobs,1.0
median tuition,1.0
law school,1.0
rural communities,1.0
inner-city hospitals,1.0
chronic teacher,1.0
law school graduates,1.5
public service,1.0
student-loan debt,1.0
borrowing money,1.0
law students,1.0
education costs,1.0
law students,1.0
student loans,1.0
teaching-educa-tion students,1.0
college debts,1.0
student loan agency,1.5
average college,1.0
card debt,1.0
public interest employers,1.5
law study,1.0
legal aid organizations,1.5
government offices,1.0
starting salaries,1.0
service jobs,1.0
public service pay,1.5
discouraging law students,1.5
law school loans,1.5
lower-paying jobs,1.0
public interest groups,1.5
average credit,1.0
nonprofit groups,1.0
reported recruiting,1.0
law schools,1.0
private law firms,1.5
starting salary,1.0
Jurist Credits Parents,1.5
Strong Sense,1.0
constitutional rights,1.0
predecessor firms,1.0
monitored campus demonstrations,1.5
former president,1.0
82 Law school,1.5
student-run chapter,1.0
fair trial,1.0
legal needs,1.0
public-interest work,1.0
single client,1.0
fair hearing,1.0
Zelon projects,1.0
quiet determination,1.0
fair trial,1.0
judicial temperament,1.0
intellectual curiosity,1.0
longtime advocate,1.0
equal access,1.0
legal-services programs,1.0
day-to-day work,1.0
active member,1.0
Court-Community Outreach,1.0
Statewide Bench-Bar,1.0
outspoken proponent,1.0
broad scale,1.0
ethical limits,1.0
welcoming place,1.0
justice system,1.0
positive reinforcement,1.0
trial-by-jury system,1.0
rational fashion,1.0
pretty profound,1.0
enough trial time,1.5
unprepared lawyers,1.0
several things,1.0
misdemeanor court,1.0
making everyone,1.0
law degree,1.0
getting law schools,1.5
encouraging recruitment,1.0
courtroom proceedings,1.0
practice area,1.0
became chair,1.0
20 percent women,1.5
interesting time,1.0
awful lot,1.0
discussed issues,1.0
public-service committees,1.0
community service,1.0
public work,1.0
strong sense,1.0
social responsibility,1.0
contract-negotiating contest,1.0
first-year law,1.0
young lawyers division,1.5
always aware,1.0
getting law firms,1.5
late 1970s,1.0
environmental law,1.0
private practice,1.0
environmental group,1.0
science-based divisions,1.0
legal funding,1.0
legal services,1.0
legal assistance,1.0
legal services,1.0
local programs,1.0
million-a-year legal-access fund,1.5
senior of-counsel,1.0
legal system,1.0
public-interest work,1.0
serious problems,1.0
great hall,1.0
legal career,1.0
different set,1.0
case law,1.0
evidentiary statutes,1.0
firm foundation,1.0
public service,1.0
learning curve,1.0
whole body,1.0
city attorneys,1.0
hearsay testimony,1.0
intelligent interpretation,1.0
civil litigation,1.0
criminal law,1.0
thorough understanding,1.0
public accountant,1.0
college students,1.0
misdemeanor trial,1.0
outside interests,1.0
country lawyer,1.0
senior citizens,1.0
legal needs,1.0
legal matters,1.0
year-old Tallahasseean,1.0
practiced law,1.0
fellow seniors,1.0
foolish question,1.0
dumb mistake,1.0
estate planning,1.0
rather people,1.0
real good,1.0
fine person,1.0
law school,1.0
retired state worker,1.5
chairman emeritus,1.0
animal control cases,1.5
helped clients,1.0
nonprofit organization,1.0
serving low-income,1.0
legal needs,1.0
state programs,1.0
private law firms,1.5
McKinney talk,1.0
Tuscaloosa office,1.0
half-million dollars,1.0
managing lawyer,1.0
Tuscaloosa office,1.0
treading water,1.0
eligible person,1.0
Legal Services,1.0
national nonprofit,1.0
Tuscaloosa office,1.0
Congressional appropriation,1.0
managing lawyer,1.0
benefit cuts,1.0
statewide task force,1.5
big change,1.0
federal poverty guidelines,1.5
Legal Services,1.0
main problem,1.0
facing today,1.0
program director,1.0
active license volunteer,1.5
national office,1.0
Cullman counties,1.0
large portion,1.0
volunteer lawyers,1.0
civil legalities,1.0
employment law matters,1.5
Courthouse steps,1.0
non-profit organization,1.0
private grants,1.0
Legal Services,1.0
poverty level,1.0
local business,1.0
Legal Services,1.0
regular use,1.0
abused women,1.0
really afraid,1.0
Starting pay,1.0
Tax records,1.0
housing projects,1.0
elderly couple,1.0
sought shelter,1.0
abuse order,1.0
tax records,1.0
Tuscaloosa office,1.0
criminal defenders,1.0
legal representation,1.0
good work,1.0
filing fee,1.0
state courts,1.0
public interest law firm,2.0
legal system,1.0
needy people,1.0
legal crisis,1.0
bureaucratic confusion,1.0
Legal Aid office,1.5
taking calls,1.0
federal bureaucrats,1.0
self-employed auto mechanic,1.5
financial help,1.0
speech therapy,1.0
year-old son,1.0
Legal Aid workers,1.5
attorney staff,1.0
taxpayerfunded attorney,1.0
civil matters,1.0
poor people,1.0
landlord-tenant cases,1.0
economic means,1.0
judicial system,1.0
legal services,1.0
civil matters,1.0
basic rules,1.0
court-appointed attorneys,1.0
economic means,1.0
large portion,1.0
escrow accounts,1.0
public assistance appeals,1.5
landlord-tenant disputes,1.0
criminal court,1.0
whole class,1.0
incredibly significant,1.0
single parents,1.0
family courts,1.0
former spouses,1.0
ripple effects,1.0
court system,1.0
public assistance,1.0
federal sources,1.0
straightening things,1.0
limited services,1.0
student clinics,1.0
full-time representation,1.0
Security benefits,1.0
legal services,1.0
limited degree,1.0
legal information,1.0
support services,1.0
concerning aspects,1.0
family law,1.0
poor people,1.0
legal aid,1.0
private citizen,1.0
vice president,1.0
legal services attorney,1.5
legal community,1.0
predatory lending scams,1.5
equal access,1.0
underpublicized struggle,1.0
improbable casualty,1.0
equal access,1.0
domestic violence,1.0
national media spotlight,1.5
front line,1.0
legal assistance,1.0
legal representation,1.0
civil justice system,1.5
access-to-justice crisis,1.0
civil justice,1.0
undocumented immigrants,1.0
LSC-funded organizations,1.0
political activism,1.0
leftist causes,1.0
leftist causes,1.0
Clinton-appointed board,1.0
senior fellow,1.0
legal studies,1.0
congressional attempts,1.0
indigent litigants,1.0
certain types,1.0
Democratic staffer,1.0
bipartisan board,1.0
political party,1.0
congressional stipulations,1.0
private contributions,1.0
spending taxpayer dollars,1.5
state funds,1.0
Douglass Crouse,1.0
Passaic counties,1.0
top decision-makers,1.0
educational programs,1.0
hiring efforts,1.0
Legal aid unit fights,2.0
excessive staff turnover,1.5
poor morale,1.0
double counting,1.0
federal officials,1.0
administrative costs,1.0
compromising services,1.0
non-profit agencies,1.0
bureaucratic bullying,1.0
limited efforts,1.0
federal official,1.0
public assistance,1.0
child custody,1.0
federal funding,1.0
month-to-month basis,1.0
autonomous county office,1.5
legal victory,1.0
nine support staff,1.5
legal aid officials,1.5
service area uniting,1.5
federal lawsuit,1.0
federal officials,1.0
shoddy accounting,1.0
federal body,1.0
greatly exaggerated,1.0
federal grant,1.0
county agency,1.0
tri-county area,1.0
federal funding,1.0
merger plan,1.0
mostly bureaucratic,1.0
giving priority,1.0
legal aid officials,1.5
current office,1.0
tri-county agency,1.0
legal services representative,1.5
federal funding,1.0
existing office,1.0
soon-to-be head,1.0
tri-county agency,1.0
predatory lenders,1.0
Legal aid,1.0
certain high-cost loans,1.5
unpaid attorney,1.0
handsome fee,1.0
prestigious law firms,1.5
Previous governors,1.0
legal work,1.0
poor people,1.0
corporate boards,1.0
thriving businesses,1.0
political science professor,1.5
legal muscle,1.0
civil services,1.0
poor people,1.0
private citizen,1.0
poor people,1.0
top-salaried job,1.0
Financial disclosure reports,1.5
leaving office,1.0
great representation,1.0
net worth,1.0
Washington-based non-profit,1.0
legal aid,1.0
Republican congressman,1.0
Legal Services,1.0
local groups,1.0
peer accounting system,1.5
real method,1.0
political activities,1.0
attorney general,1.0
administrative law,1.0
annual appropriation,1.0
organization channels funds,1.5
majority party,1.0
oversight system,1.0
federal dollars,1.0
legal services,1.0
litigating class-action,1.0
cost-effective manner,1.0
strictly observed,1.0
civil justice delivery system,2.0
legal aid,1.0
eligible clients,1.0
annual income,1.0
legal help,1.0
poor people,1.0
long-standing commitment,1.0
ethical rules,1.0
indicating lawyers,1.0
frequent volunteer,1.0
predatory lending mortgage practices,2.0
professional oath,1.0
private attorneys,1.0
law firms,1.0
bono hours,1.0
pro-bono participation,1.0
hard reality,1.0
successful law firms,1.5
became governor,1.0
laudable act,1.0
private practice,1.0
pro-bono cases,1.0
senior citizens,1.0
fair play,1.0
civic virtue,1.0
active lawyers,1.0
metropolitan area,1.0
pro-bono service,1.0
pro-bono service,1.0
unjust outcome,1.0
average revenue,1.0
public image,1.0
legal profession,1.0
legal system,1.0
competent lawyers,1.0
corporate practice,1.0
national creed,1.0
courthouse door,1.0
equal access,1.0
civil justice,1.0
poignant reminder,1.0
justice system,1.0
Mauricio Vivero,1.0
vice president,1.0
nonprofit corporation,1.0
former governor,1.0
nonprofit group,1.0
elective office,1.0
re-election campaign,1.0
public office,1.0
Legal aid,1.0
volunteer lawyers,1.0
aid program,1.0
lowincome Georgians,1.0
high-profile law firm,1.5
surprise loss,1.0
legal system,1.0
civil cases,1.0
low-income residents,1.0
county office,1.0
sole motivation,1.0
job security,1.0
legal help,1.0
faith-based groups,1.0
lauded history,1.0
drug dealers,1.0
low-income districts,1.0
individual cases,1.0
legal-aid funding,1.0
proposed halving,1.0
state funding,1.0
helping non-profits,1.0
low-income residents,1.0
sudden proposal,1.0
service areas,1.0
defective relocation plan,1.5
duplicate case,1.0
preschool programs,1.0
state plan,1.0
random sample,1.0
overstated staff turnover,1.5
innovative program,1.0
community development work,1.5
state bar,1.0
proper hearing,1.0
completely spurious,1.0
executive vice president,1.5
employment opportunities,1.0
midsize employers,1.0
federal data,1.0
grant renewals,1.0
state programs,1.0
state service areas,1.5
alleged problems,1.0
undesirable merger,1.0
duplicate files,1.0
database training,1.0
continuing problems,1.0
private practice,1.0
computer system,1.0
federal officials,1.0
short-term workers,1.0
ample opportunity,1.0
personal history,1.0
significant problem,1.0
intentional discrimination,1.0
job category,1.0
husband-and-wife team,1.0
different job categories,1.5
geographic area,1.0
intentional discriminator,1.0
employment numbers,1.0
hard core,1.0
below-average numbers,1.0
rising employment,1.0
active use,1.0
draft reports,1.0
legal service,1.0
elderly people,1.0
legal service,1.0
legal representation,1.0
sad situation,1.0
city attorney,1.0
using money,1.0
domestic abuse,1.0
settling cases,1.0
private practice,1.0
legal service,1.0
pending cases,1.0
finance officer,1.0
legal service,1.0
2000 spring semester,1.5
law professor,1.0
money source,1.0
law students,1.0
main money,1.0
legal aid access gap,2.0
associate dean,1.0
full report,1.0
year-long odyssey,1.0
justice system,1.0
single mother,1.0
experienced failure,1.0
abusive husband,1.0
Medi-Cal benefits,1.0
fourthfloor landing,1.0
working oven,1.0
broken toilet,1.0
borderline diabetic,1.0
lost health care,1.5
rent receipts,1.0
legal system,1.0
administrative hearing,1.0
Medi-Cal benefits,1.0
poor Californians,1.0
legal needs,1.0
critical dearth,1.0
legal services,1.0
critical needs,1.0
equal access,1.0
justice system,1.0
justice system,1.0
legal aid lawyer,1.5
poor people,1.0
legal services,1.0
withholding rent,1.0
pending repairs,1.0
rat bites,1.0
significant steps,1.0
equal access,1.0
little funding,1.0
rent account,1.0
poor person,1.0
private funders,1.0
growing community,1.0
extremely limited,1.0
government investment,1.0
financial reach,1.0
controversial issue,1.0
comparable states,1.0
legal help,1.0
civil matters,1.0
government-funded program,1.0
government funding,1.0
legal system,1.0
legal services,1.0
statewide priority,1.0
Recent achievements,1.0
key leaders,1.0
illegal eviction,1.0
crooked loan transaction,1.5
legal needs,1.0
legal services,1.0
government funding,1.0
legal aid,1.0
equal access,1.0
meeting someone,1.0
federal funding,1.0
state funding,1.0
federal funds,1.0
restraining order,1.0
legal aid organizations,1.5
strong network,1.0
legal aid,1.0
state government support,1.5
private investment,1.0
legal assistance,1.0
low-income people,1.0
democratic governments,1.0
legal aid advocates,1.5
growing community,1.0
domestic violence victim,1.5
legal aid,1.0
poverty population,1.0
state funding,1.0
lawyers trust accounts,1.5
poor people,1.0
low interest rates,1.5
legal aid,1.0
nearly half,1.0
legal aid funding,1.5
local providers,1.0
census data,1.0
poor people,1.0
legal aid agencies,1.5
legal aid programs,1.5
funding cuts,1.0
poor person,1.0
census tract,1.0
child custody,1.0
much service,1.0
legal service,1.0
direct representation,1.0
social security,1.0
mortgage foreclosure,1.0
utility shutoffs,1.0
charitable gifts,1.0
impact matters,1.0
reduced funding,1.0
nonprofit organization,1.0
circuit courts,1.0
selfhelp training,1.0
poverty population,1.0
legal aid agencies,1.5
funding cuts,1.0
annual operating budgets,1.5
legal aid cases,1.5
private practice,1.0
total loss,1.0
local programs,1.0
legal matters,1.0
poverty population,1.0
Local providers,1.0
routine matters,1.0
LSC funding,1.0
LSC funding,1.0
support staff,1.0
alternative funding,1.0
legal aid agencies,1.5
legal services,1.0
funding request,1.0
essentially unchanged,1.0
adjusted estimates,1.0
census bureau,1.0
poverty rate,1.0
states Poverty,1.0
legal aid provider,1.5
LSC sticks,1.0
year census,1.0
federal courts,1.0
criminal representation,1.0
indigent defendants,1.0
poverty level,1.0
recent bureau report,1.5
90 support staff,1.5
private donations,1.0
legal services,1.0
nonprofit organizations,1.0
Crime Victims,1.0
court filing fee,1.5
grant awards,1.0
poverty level,1.0
county population,1.0
poverty level,1.0
following organization,1.0
elderly households,1.0
equal access,1.0
legal advice,1.0
legal services,1.0
low income,1.0
service region,1.0
attorney panel members,1.5
poor population,1.0
local area agencies,1.5
private attorneys,1.0
volunteer attorney,1.0
temporary restraining order,1.5
municipal court matters,1.5
public defender,1.0
claim denials,1.0
federal guidelines,1.0
illegal eviction,1.0
plumbing work,1.0
not-for-profit organization,1.0
equal access,1.0
protecting victims,1.0
protecting individuals,1.0
child abuse,1.0
elderly woman,1.0
attorney fees,1.0
poverty level,1.0
domestic violence,1.0
plumbing company,1.0
service area,1.0
legal representation,1.0
almost half,1.0
shoddy plumbing,1.0
legal assistance,1.0
legal representation,1.0
often women,1.0
legal services,1.0
legal services,1.0
corporate leaders,1.0
law firms,1.0
Joining Trout,1.0
legal services,1.0
child support cases,1.5
domestic violence cases,1.5
protection orders,1.0
contacted shelters,1.0
crisis hotlines,1.0
protection order hearings,1.5
legal assistance,1.0
billion budget deficit,1.5
court-appointed lawyers,1.0
mayoral agencies,1.0
legal positions,1.0
different set,1.0
7 percent cut,1.5
head count,1.0
dramatic cuts,1.0
legal work,1.0
enough money,1.0
curtailing compensation,1.0
legal departments,1.0
city agencies,1.0
legal departments,1.0
city agency,1.0
legal staff,1.0
administrative savings,1.0
increased fees,1.0
including restoration,1.0
prosecute neglect,1.0
abuse cases,1.0
court-appointed lawyers,1.0
preliminary budget,1.0
dramatic changes,1.0
past years,1.0
steep cuts,1.0
fiscal circumstances,1.0
terribly difficult,1.0
commuter tax,1.0
Legal Aid,1.0
reordered priorities,1.0
criminal defendants,1.0
2 percent level,1.5
2 percent cut,1.5
legal services work,1.5
criminal cases,1.0
Legal Aid,1.0
indigent citizens,1.0
criminal trouble,1.0
public defenders,1.0
current finding,1.0
scarce resources,1.0
preliminary budget,1.0
legal work,1.0
Appellate Defender,1.0
district attorneys,1.0
total funding,1.0
7 percent cut,1.5
city spending,1.0
district attorneys,1.0
legal aid,1.0
needy families,1.0
involving family law,1.5
civil issues,1.0
domestic violence,1.0
housing problems,1.0
legal services,1.0
welfare reform legislation,1.5
federal resources,1.0
strained budget,1.0
federal funds,1.0
legal aid,1.0
private attorneys,1.0
budget crisis,1.0
legal aid,1.0
vast amount,1.0
transitional welfare programs,1.5
welfare reform,1.0
area Reps,1.0
pilot programs,1.0
estimating conference,1.0
legal representation,1.0
Optimize Nonprofits,1.0
nonprofit groups,1.0
Nonprofit Capacity Building,1.5
civil matters,1.0
nonprofit law firm,1.5
nonprofit law firm,1.5
program services,1.0
legal community,1.0
third year,1.0
largely due,1.0
private attorneys,1.0
legal community,1.0
legal aid fund-raising,1.5
poor people,1.0
funding crisis,1.0
three-year fund-raising plan,1.5
requiring MALS,1.0
grant challenges,1.0
elderly residents,1.0
equal access,1.0
real estate ripoff,1.5
prime candidate,1.0
little money,1.0
so-o-o excited,1.0
frame structure,1.0
monthly income,1.0
questionable loan,1.0
duplex dweller,1.0
monthly house notes,1.5
civil matters,1.0
family-related problems,1.0
abusive marriage,1.0
empty word,1.0
funding crunch,1.0
poverty-level clients,1.0
revenue sources,1.0
legal aid,1.0
court-generated fees,1.0
year law students,1.5
consumer fraud cases,1.5
lush rugs,1.0
poverty level,1.0
litigation director,1.0
Several law firms,1.5
hardscrabble dollars,1.0
second-floor warren,1.0
26 office workers,1.5
large table,1.0
conference room,1.0
eclectic mix,1.0
pop art,1.0
African statuary,1.0
varnished wood,1.0
mostly plain,1.0
private bar,1.0
legal system marketplace,1.5
fee-generat-ing type cases,1.5
damage award,1.0
attorney fees,1.0
basic rights,1.0
decent life,1.0
political programs,1.0
systemic problems,1.0
learning laboratory,1.0
law students,1.0
poor person,1.0
profit motive,1.0
affordable housing,1.0
major focus,1.0
particularly articulate,1.0
predatory lending,1.0
recent visit,1.0
getting child support payments,2.0
needed help,1.0
six-year affair,1.0
pending eviction,1.0
different areas,1.0
year-old son,1.0
treatment program,1.0
education programs,1.0
often violent,1.0
low-income people,1.0
year-old woman,1.0
longtime community activist,1.5
law professor,1.0
city school system,1.5
constant supervision,1.0
married preacher,1.0
efficiency apartment,1.0
private attorney,1.0
much work,1.0
kidney transplant,1.0
numerous doctor,1.0
dialysis visits,1.0
government-sponsored coup,1.0
legal aid community,1.5
changed landscape,1.0
public dollars,1.0
main funding source,1.5
legal aid,1.0
swapped neighborhood walkin offices,2.0
toll-free phone,1.0
dramatic illustrations,1.0
self-help kiosks,1.0
legal advice,1.0
legal services,1.0
federal order,1.0
careful respect,1.0
poverty lawyer,1.0
dramatic change look,1.5
government-funded group,1.0
multilingual phone advisers,1.5
expanded hours,1.0
political capital,1.0
domestic-violence clinics,1.0
legal aid program,1.5
hostile takeover,1.0
Gabriel-Pomona Valleys,1.0
difficult situation,1.0
service area,1.0
legal services,1.0
public interest community,1.5
longtime observer,1.0
longtime poverty lawyer,1.5
bright side,1.0
respected program,1.0
poor people,1.0
regained services,1.0
federal budget cuts,1.5
dwindling grants,1.0
legal aid program,1.5
bad feelings,1.0
federal dollars,1.0
consumer law programs,1.5
policy wonk,1.0
merger plans,1.0
social policy,1.0
everyday needs,1.0
direct client services,1.5
direct services,1.0
former executive director,1.5
Lauralea Saddick,1.0
impact litigation,1.0
separate views,1.0
high-profile litigation,1.0
Foothill bar associations,1.5
little bit,1.0
impact litigation,1.0
national funding source,1.5
federal agency,1.0
county government policies,1.5
federal program,1.0
powerful Iwasaki,1.0
huge area,1.0
sent paralegals,1.0
staff attorneys,1.0
temporary office,1.0
accepted city officials,1.5
communitybased organizations,1.0
housing advocates,1.0
health care agencies,1.5
homeless advocacy,1.0
effective advocacy,1.0
active Dudovitz,1.0
case files,1.0
county lines,1.0
toll-free phone line,1.5
elected officials,1.0
low-income housing,1.0
federal suit,1.0
educational clinics,1.0
local churches,1.0
several cooperative,1.0
former board,1.0
mending fences,1.0
several steps,1.0
required goodwill,1.0
local bar associations,1.5
good program,1.0
reconfiguration debate,1.0
impact work,1.0
legal community,1.0
volunteer lawyers,1.0
potential clients,1.0
once-monthly family law clinic,2.0
sent personnel,1.0
bar association,1.0
court officials,1.0
self-help kiosk,1.0
bad feelings,1.0
direct services,1.0
local resident,1.0
legal aid presence,1.5
20 percent increase,1.5
side issue,1.0
aid services,1.0
private funds,1.0
local government,1.0
Northridge earthquake,1.0
Competitive bidding,1.0
funding sources,1.0
domestic-violence assistance,1.0
policy advocacy,1.0
quality work,1.0
promotional materials,1.0
transition step,1.0
public interest lawyer,1.5
year tenure,1.0
federal programs,1.0
effective advocates,1.0
public interest programs,1.5
collaborative efforts,1.0
s key objectives,1.5
