
 Bigram NP 
nepdg«s 1
bureau 1
reply 1
evaluation 1
participation 1
station 1
attention 1
u.s. 1
view 1
pp 1
possibility 1
drawing 1
opposition 1
[ 1
results≈ 1
thank 1
piece 1
eastland 1
language 1
face 1
success 1
contract 1
amount 1
objective 1
action 1
department 1
appropriateness 1
purpose 1
duty 1
] 1
instrumentality≈ 1
legislation 1
app 1
period 1
exercise 1
nothing 1
requires.≈ 1
respect 1
kind 1
• 1
area 1
twenty 1
board 1
doubt 1
act16 1
interest 1
assistance 1
meeting 1
extent 1
authority.18 1
explanation 1
appropriation 1
problem 1
gao/rced-00-186 1
fund 1
part 1
investigation 1
exemption 1
copy 1
effort 1
institution 1
consist 1
accordance 1
official 1
impasse 1
h.r 1
meet 1
branch.≈ 1
dollar 1
compromise 1
gathering 1
e.g. 1
ƒdepartment 1
evidence 1
privilege≈ 1
manner 1
cong 1
id 1
f. 1
legislate 1
filing 1
litigation 1
detail 1
mechanism 1
event 1
issue 1
nasa 1
forest 1
interior 1
concern 1
establishment 1
development 1
administrator 1
columbia 1
who 1
v. 1
information.2 1
§716 1
opportunity 1
results.≈ 1
contact 1
module,10 1
time 1
resolution 1
furthermore 1

 Arbitary length NP 
general accounting office act 2
deputy assistant attorney general 1
international space station propulsion module procurement process 1
white house china trade relation working group 1
david m. walker comptroller general 1
federal advisory committee act 1
lower snake river dam 1
representative john d. dingell 1
general accounting office washington 1
republican ranking minority member 1
draft environmental impact statement 1
dear mr. vice president 1
national energy policy development group 1
gao«s basic audit authority gao«s 1
president clinton«s task force 1
white house counsel«s office 1
