
 Bigram NP 
carbon 3
efficiency 3
co 3
conservation 3
soil 3
fish 3
east 3
science 3
problem 3
naaqs 3
contribute 3
goal 3
variety 3
equipment 3
performance 3
plan 3
response 3
part 3
time 3
review 3
co2 2
northeast 2
group 2
electricity 2
monoxide 2
source 2
bush 2
location 2
government 2
food 2
damage 2
nsps 2
success 2
regulation 2
acid 2
section 2
dioxide 2
construction 2
public 2
formation 2
beginning 2
caa 2
consumption 2
certainty 2
implementation 2
place 2
act 2
wilderness 2
acidification 2
flexibility 2
lung 2
nsr 2
district 2
west 2
trend 2
exposure 2
type 2
fuel 2
case 2
challenge 2
rate 2
premature 2
surface 2
concentration 2
sip 2
na 2
oxygen 2
amount 2
supply 2
columbia 2
reporting 2
rain 2
phase 2
opportunity 2
age 2
heat 2
japan 1
chain 1
correlation 1
cabinet-level 1
trade 1
functioning 1
winter 1
world 1
regardless 1
fear 1
no2 1
web 1
field 1
presence 1
sulfate 1
improvement 1
study 1
policy 1
include 1
swap 1
texas 1
promise 1
saturation 1
loss 1
return 1
dc 1
period 1
birth 1
progress 1
one 1
smog 1
u.s 1
susceptibility 1
school 1
level 1
january 1
sequester 1
summary 1
weather 1
trap 1
activity 1
inflamation 1
steam 1
methane 1
work 1
bart 1
usage 1
spring 1
second 1
transport 1
category 1
instance 1
combustion 1
capacity 1
trace 1
space 1
federal 1
research 1
fog 1
nitrate 1
formula 1
utility 1
contrast 1
particulate 1
incidence 1
hap 1
pose 1
consensus 1
difficulty 1
acadia 1
element 1
establishment 1
temperature 1
mobility 1
freshwater 1
defense 1
precursor 1
adirondacks 1
experience 1
range 1
fruit 1
context 1
contribution 1
whole 1
reclaim 1
exhibit 1
.6 1
facility 1
washington 1
hearing 1
motor 1
modeling 1
pregnancy 1
unit 1
size 1
decline 1
debt 1
marine 1
snow 1
cause 1
system 1
sunlight 1
strategy 1
pb 1
call 1
coarse 1
speaking 1
pm 1
function 1
human 1
hospitalization 1
form 1
seagrass 1
academy 1
tool 1
ecosystem 1
gao 1
effect 1
cycle 1
child 1
iii 1
hg 1
pollutant 1
majority 1
account 1
cap 1
permit 1
growth 1
acidity 1
issue 1
address 1
bearing 1
illness 1
e.g. 1
nonattainment 1
december 1
ii 1
celsius 1
turn 1
provide 1
role 1
forest 1
objective 1
vegetation 1
mact 1
may 1
june 1
aluminum 1
shenandoah 1
react 1
adirondack 1
degradation 1
structure 1
building 1
everglades 1
tracking 1
inhalation 1
pm10 1
preconstruction 1
italy 1
playing 1
wind 1
deterioration 1
region 1
model 1
prevention 1

 Arbitary length NP 
clean air act amendment 2
such serious public health 1
acid rain trading program 1
fossil fuel-fired electric power 1
ozone transport commission nox budget program 1
national ambient air quality 1
south coast air quality management district 1
national climate change technology initiative 1
visibility and regional haze impact 1
maximum achievable control technology 1
