
 Bigram NP 
no-observed-effect-concentration 2
interpretation 2
charting 2
sodium 2
latitude 2
oxygen 2
parameter 2
square 2
fish 2
applicable 2
frequency 2
pmsds 2
difficulty 2
ecs 2
chlorine 2
definition 2
days 2
place 2
assurance 2
percentage 2
aerate 2
need 2
note 2
persistence 2
alpha 2
assistance 2
mid-depth 2
dechlorination 2
requirement 2
arrival 2
s 2
life 2
airstone 2
samples 2
lcs 2
handling 2
volatilization 2
site 2
ec50 2
reporting 2
ion 2
instance 2
add 2
saturation 2
finding 2
caco3/l 2
and/or 2
decision 2
ice 2
ics 2
percentile 2
permittee 2
software 2
presence 2
fisher 2
transfer 2
approximate 2
width 2
mgso4 2
medium 2
dmw 2
influence 2
saturday 2
ic25s 2
curve 2
results 1
milk 1
retention 1
synthetic 1
pretreatment 1
technique 1
sulfate 1
removal 1
present 1
life-cycle 1
liter 1
hodges 1
corollary 1
upstream 1
mixing 1
g. 1
exact 1
organex-q® 1
cfr 1
cfs 1
contingent 1
pipet 1
ammonia 1
access 1
conduct 1
supplies 1
net 1
contrast 1
relationships 1
dunnett's 1
operating 1
aid 1
[ 1
sieve 1
nylon 1
diameter 1
conditions 1
decrease 1
causal 1
direction 1
hatchability 1
taken 1
scope 1
stage 1
multiconcentration 1
glass 1
deionized 1
effort 1
endpoint 1
equation 1
emerson 1
erl 1
compare 1
tap 1
tac 1
sense 1
reclosing 1
absolute 1
end 1
advantage 1
lowest-observed-effect-concentration 1
sunday 1
pair 1
stir 1
plant 1
description 1
non-toxic 1
amenable 1
light 1
bootstrap 1
departure 1
order 1
subsections 1
coarse-filter 1
vary 1
nitrogen 1
group 1
fit 1
discharger 1
precipitate 1
food 1
material 1
immobility 1
front 1
term 1
drop 1
magnitude 1
weight 1
product 1
ec1 1
supersaturation 1
event 1
valve 1
content 1
health 1
shipment 1
evaluation 1
hcl 1
influent 1
continental® 1
approach 1
remainder 1
organic 1
area 1
length 1
specification 1
feed 1
probability 1
preservation 1
array 1
gpm 1
service 1
start 1
introduction 1
plastic 1
indicate 1
scheme 1
williams 1
option 1
part 1
fall 1
kind 1
i-l 1
lc1s 1
na2seo4 1
bubbles/min 1
lid 1
chlorine/l 1
fitting 1
potential 1
impairment 1
plan 1
rationale 1
] 1
placement 1
request 1
salinity 1
dos 1
d. 1
selection 1
random 1
taxonomic 1
ground 1
title 1
lc1 1
minnesota 1
herein 1
mgd 1
lehmann 1
express 1
truly 1
dye 1
conjunction 1
culligan® 1
norberg-king 1
freshwater 1
coefficient 1
statistical 1
immobilization 1
alternative 1
promelas 1
state 1
tolerance 1
ability 1
mid-stream 1
carboy 1
birge 1
extent 1
distribution 1
exclusion 1
contract 1
etc 1
otherwise 1
key 1
sigmoidal 1
address 1
lc50s 1
cv 1
transformations 1
non-renewal 1
interest 1
firm 1
body 1
determination 1
input 1
exception 1
dose 1
batch 1
calcium 1
error 1
situation 1
endpoints 1
retesting 1
surface 1
casarett 1
regression 1
reuse 1
doull 1
adverse 1
schematic 1
consultation 1
interpolation 1
week 1
practice 1
upon 1
hand 1
purpose 1
toxicology 1
lower 1
intermittent 1
inability 1
/2 1
biologist 1
caso4•2h20 1
emsl-cincinnati 1
tables 1
chain-of-custody 1
ease 1
anova 1
valid 1
easy 1
warrant 1
transformation 1
definitive 1
thurston 1
streamflow 1
breakage 1
desire 1
spigot 1
message 1
duluth 1
indication 1
t 1
output 1
quantal 1
selenate 1
methods 1
understood 1
respect 1
dropwise 1
rwc/2 1
icp 1
rwc/4 1
qpak™2 1
schedule 1
acclimation 1
rearranging 1
comparison 1
naoh 1
oh 1
trustworthy 1
carrier 1
logistical 1
chronic 1
h. 1
female 1
overadjustment 1
question 1
low 1
way 1
initiation 1
head 1
bus 1
criteria 1
remote 1
deionization 1
statistic 1
scientific 1
goodness 1
dawson 1
face 1
c. 1
whereas 1
cleanup 1
role 1
holding 1
permitting 1
variation 1
concurrent 1
exposure 1
e 1
phone 1
portion 1
wastewater 1

 Arbitary length NP 
wilcoxon rank sum test 6
deionized water used to prepare standard 1
receiving water as dilution water 1
relationship between endpoints determined by hypothesis testing and point estimation techniques 1
chronic toxicity test endpoints and data analysis 1
effluent and receiving water sampling 1
wet interlaboratory variability study 1
analysis of mortality data 1
for sublethal hypothesis testing endpoints submitted under npdes permits.1 1
a caution in the use of hypothesis testing 1
effluent and receiving water sample handling 1
analysis of algal growth response data 1
preparation of effluent and receiving water samples for toxicity tests 1
of tap water as dilution water 1
of synthetic freshwater using mineral water1 approximate final water quality 1
other uncontaminated natural water 1
samples used in on-site tests 1
of synthetic freshwater using reagent grade chemicals1 1
and sample preparation for toxicity tests 1
persistence of effluent toxicity during sample shipment and holding 1
follow-up chronic definitive test 1
analysis of growth and reproduction data 1
upper and lower pmsd bounds 1
samples shipped to off-site facilities 1
types of dilution water 1
the following effluent sampling methods are recommended 1
single 24-h composite sample 1
preliminary toxicity range-finding tests 1
report preparation and test review 1
