
 Bigram NP 
energyefficient 1
trade-off 1
producer 1
sr/oiaf/98-03 1
hierarchy 1
factor 1
jae 1
leisure 1
volatility 1
cents/kwh 1
withdrawal 1
aeo 1
btu 1
sensitivity 1
subject 1
capacity 1
pattern 1
quadrillion 1
bureau 1
routine 1
//www.epa.gov/airmarkets/egrid/factsheet.html 1
approach 1
importance 1
constraints-but 1
complement 1
preprocessor 1
extent 1
marilyn 1
installation 1
reasonableness 1
context 1
contribution 1
load 1
ab 1
basis 1
trajectory 1
strategy 1
mitigation 1
kilowatt-hour 1
climate 1
expenditure 1
wholesale/retail 1
bill 1
balance 1
vol 1
baseline 1
journal 1
composition 1
http 1
hand 1
macroeconomic 1
transaction 1
database 1
left 1
w.e 1
measures.7 1
retirement 1
improvement 1
adoption 1
usage 1
transformation 1
background 1
loss 1
success 1
identifying 1
signal 1
comparability 1
t 1
january 1
right 1
i.w.h 1
donald 1
lead 1
assembly 1
equivalent 1
comparison 1
simulation 1
presence 1
commitment 1
appropriate 1
alison 1
area 1
low-carbon 1
building 1
volume 1
spending.5 1
type 1
energy-efficiency 1
florentin 1
tucson 1
growth 1
ornl/con-476 1
mtc 1
distribution 1
evidence 1
az 1
case.3 1
role 1
bundle 1
scrutiny 1
structure 1
billion 1
assume 1

 Arbitary length NP 
lawrence berkeley national laboratory 3
oak ridge national laboratory 2
clean energy future scenario 2
aceee industrial summer study 2
u environmental protection agency 2
clean air act amendment 1
generation resource integrated database 1
aceee summer study proceeding 1
joseph i. lieberman u.s. environmental protection agency office 1
all modular industry growth assessment 1
moderate cef scenario assumption 1
clean energy future advanced scenario 1
electric power research institute 1
technology assumption scenario a 1
epa administrator christine todd whitman 1
senator james m. jeffords 1
national renewable energy laboratory 1
energy information administration's national energy modeling system 1
eia's standard technology scenario 1
national energy modeling system 1
cef moderate case scenario 1
electric generation expenditure given 1
climate change policy analysis 1
cost-effective energy saving potential using conservation supply curve 1
clean energy future report's 1
advanced cef scenario assumption 1
false tradeoff between environmental protection 1
cef advanced technology scenario building 1
