
 Bigram NP 
same year 1
nonexchange loss 1
entry age 1
specific cost 1
[ sffas 1
output -a 1
applicable note 1
open meeting 1
direct material 1
anticipated cost 1
full security 1
future provision 1
ijiri y 1
broad guidance 1
costs display 1
economic life 1
consecutive accounting 1
specific appropriation 1
agency financial 1
net income 1
s5p94-96 outcome 1
same level 1
its research 1
cleanup costs 1
regulatory user 1
its durability 1
collaborative effort 1
exhibit no 1
previous estimate 1
survivors insurance 1
corresponding interest 1
development -federal 1
s7p311-312 revenue 1
domestic tranquillity 1
tragic event 1
congressional oversight 1
s6p59 accounting 1
technical assistance 1
public provision 1
particular deposit 1
6-year projection 1
alternative employment 1
environmental liabilities 1
loan -a 1
other excise 1
uncontrollable cost 1
s5p35-42 exchange 1
outlay -the 1
c2p84 revenue 1
unavailable special 1
natural aggregation 1
balanced performance 1
major equipment 1
credit apportionment 1
transition training 1
operational data 1
local total 1
manufactured item 1
additional years' 1
real level 1
national register 1
current service 1
specific group 1
opportunity cost 1
social security62 1
complete indication 1
unexpected event 1
last appendix 1
following section 1
nominal principal 1
appendix e 1
level basis 1
custodial transfer 1
defined net 1
own contribution 1
sample report 1
original statement 1
federal agencies 1
cost accounting 1
central fund 1
outer-continental shelf.23 1
legal option 1
outstanding principal 1
their capital 1
coast guard 1
joint chiefs 1
their availability 1
differential cost 1
non-recurring analysis 1
justice department 1
individual participant 1
tangible product 1
aggregate value 1
financial impact 1
nonfinancial information 1
entire service 1
financial basis 1
contractual agreement 1
equipment rsi 1
content bulletin 1
c2p29-53 reporting 1
nation's money 1
stewardship investments 1
s7p340 contingencies 1
seizing agency 1
significant attention 1
day-to-day government 1
s1p30 basis 1
concepts no 1
provide information 1
new legislation 1
s3p32-33 reporting 1
such guidance 1
its bulletin 1
direct spending 1
acceptable accounting 1
reliable information 1
its equivalent 1
library collection 1
particular market 1
certain license 1
binding agreement 1
domestic production 1
bona fide 1
foreign series 1
constant cost 1
such right 1
appropriate justification 1
other responsibility 1
its agenda 1
other security 1
user fee 1
its judgement 1
public nature 1
its investment 1
noncollection-type heritage 1
donated capital 1
previous section 1
technology assessment 1
end-of-year number 1
initial use 1
legal entity 1
limited time 1
internal control 1
entitlement period 1
expenditure -with 1
their operating 1
their revenue 1
recent acquisition 1
single type 1
general borrowing 1
regular statement 1
capitalized interest 1
further revaluation 1
s7p203 transfers 1
responsibility center 1
assessment survey 1
terminal dividends 1
following guidance 1
other petroleum 1
us general 1
exchange transaction 1
reasonable certainty 1
cost driver 1
other fund 1
forward-looking concept 1
topical section 1
possible implementation 1
general ledger 1
important information 1
major education 1
account -the 1
direct labor 1
risk category 1
direct costing 1
governmental receipts 1
active project 1
transitional unemployment 1
future receipt 1
initial subsidy 1
prior year 1
specialized reporting 1
particular strategy 1
offsetting collections 1
nonrecourse loans 1
collecting entity 1
outside pension 1
performance measures 1
government sponsored 1
complete analysis 1
its use 1
support costs 1
complete presentation 1
its environment 1
sffas nos 1
its acquisition 1
probable future 1
other recipient 1
supplemental information 1
government-related events 1
paragraphs .100 1
first character 1
associated guidance 1
c1p161 reliability 1
federal financing 1
loan's disbursement 1
real volume 1
annual guidance 1
sufficient expense 1
specified costing 1
nonauthoritative paragraphs 1
cost method 1
direct tracing 1
s7p284 pensions 1
nonfederal lender 1
preventive maintenance 1
c1p88-104 -v- 1
illustrative case 1
dollar -a 1
new book 1
extreme sensitivity 1
actuarial valuation 1
minimum charge 1
total change 1
funded research 1
great damage 1
s7p76 probable 1
entire life 1
special exclusion 1
preferential tax 1
physical status/state 1
outstanding portfolio 1
incremental cost 1
and/or property 1
following hierarchy5 1
professional literature 1
entire text 1
single cohort 1
major type 1
placement service 1
current period 1
contra account 1
method -a 1
new york 1
recourse -the 1
actual work 1
single asset 1
financial consequence 1
postal service 1
systematic allocation 1
further deliberation 1
book value 1
single cost 1
same manner 1
content excess 1
contributions,37 excise 1
judicial system 1
mineral rights. 1
their decision 1
comparable item 1
specified time 1
relevant statutory 1
due pursuant 1
weighted average 1
technical memorandum 1
coso report 1
current replacement 1
clear consensus 1
bayh-dole act 1
joseph l. 1
its sovereign 1
general agreement 1
basic reporting 1
treasury department 1
aggregate entry 1
present time 1
actuarial standard 1
budget authority 1
leases liability 1
single glossary 1
applied research 1
in-depth assessment 1
research funding 1
its usefulness 1
trust fund 1
organized method 1
obligational authority 1
appropriate share 1
s7p77-82 financial 1
stewardship section 1
long period 1
other hand 1
original meaning 1
specific language 1
same entity 1
antideficiency act 1
separate manner 1
internal event 1
electronic transfer 1
research program 1
fixed amount 1
earmarked taxes 1
e illustration 1
related asset 1
particular asset 1
consistent formula 1
performance measurement 1
indirect production 1
substantial present 1
direct loans 1
call feature 1
related guidance 1
genetic code 1
different accounting 1
your convenience 1
expected nature 1
last step 1
its quantity 1
us government 1
assessed tax 1
applicable accounting 1
indirect cost 1
e transferred 1
dedicated collections 1
its purpose 1
cornelius e. 1
double-underlined text 1
its objective 1
such justification 1
future program 1
predominant use 1
• basic 1
commercial cargo 1
common good 1
future pension 1
rosenberg's dictionary 1
many state 1
key aspect 1
particular set 1
their holding 1
write-off -an 1
same accounting 1
irrecoverable cost 1
major trust 1
content guidance 1
comparable basis 1
reliable cost 1
calculated interest 1
standard costing 1
extensive evaluation 1
• information 1
gross budget 1
entire amount 1
information sec 1
fasab invitation 1
financial reports12 1
g10 imputed 1
budget pp 1
their existence 1
other adjustment 1
value-added activity 1
actuarial cost 1
separate budget 1
covered employment 1
related installation 1
goods held 1
fixed cost 1
diminished usefulness 1
overall guidance 1
final guidance 1
development expenses 1
expected value 1
accrued tax 1
thorough analysis 1
s7p292 commerce 1
covered business 1
governmental receipt 1
consumption method 1
improved manufacturing 1
its redemption 1
major research 1
detailed explanation 1
reasonable assurance 1
price support 1
certain inspection 1
guarantee programs 1
appropriate display 1
dutiable merchandise 1
average price 1
s7p60 over- 1
undercover operations. 1
lincoln memorial 1
other advice 1
related property. 1
annual percentage 1
budget glossary 1
heritage assets 1
long life 1
its position 1
federal mission7 1
output measure 1
her salary 1
statistical measurement 1
present accounting 1
their bid 1
real value 1
reimbursable interest 1
identifiable recipient 1
major source 1
executive director 1
intangible product 1
other group 1
c2p100 statement 1
contents chapter 1
end-of-year value 1
financial investment 1
administrative action 1
particular topic 1
other insurance. 1
periodic inventory 1
its loan 1
or taxes 1
title -the 1
controllable cost 1
net level 1
significant property 1
variable cost 1
historical amount 1
later statement 1
particular time 1
appropriated payment 1
sponsoring organizations 1
omitted paragraphs 1
clean opinion 1
other income 1
foreign government 1
apportioned amount 1
content capital 1
affected paragraphs 1
financial instrument 1
programmatic information 1
responsibility segments 1
s7p73 transfers 1
narrow scope 1
separate chapter 1
general application 1
whole life 1
same position 1
same program 1
financial performance 1
earned revenue 1
specific manner 1
heritage asset 1
geological survey 1
f40 debt 1
aesthetic value 1
s6p26 heritage 1
trust funds 1
our heritage 1
other student 1
complete definition 1
a user 1
board's conclusions 1
such land 1
factory overhead 1
cost assignment 1
governmental body 1
fair presentation 1
non-variable cost 1
its cost 1
stewardship responsibility 1
actual procedure 1
s7p57-58 relevance 1
unused capacity 1
various grant 1
veterans affairs 1
s1p112-113 volume 1
economic cost 1
upon death 1
intragovernmental borrowing 1
specific applicability 1
separate section 1
other government 1
its manager 1
other cash 1
extensive cross-referencing 1
summary report 1
s1p69 display 1
following display 1
cleanup cost 1
comprehensive basis 1
gradual extinguishment 1
federal entities 1
organizational division 1
personal property 1
s5p110 premiums 1
adjustment -a 1
c2p19-20 excise 1
its intention 1
physical state 1
custodial transfers. 1
its deposit 1
present operating 1
business law 1
s7p284 transfers 1
perpetual inventory 1
vital issue 1
potential user 1
its stewardship 1
full-absorption costing 1
depreciation accounting 1
social security40 1
other program 1
total number 1
other transfer 1
much time 1
its law 1
or recognize 1
annual investment34 1
other entity 1
current dollar 1
s6p61 pp 1
s7p17 taxes 1
-systematic use 1
its condition 1
financial interchange 1
accepted government 1
actual repayment 1
sffac nos 1
reports note 1
black lung 1
stewardship report 1
predetermined cost 1
category reporting 1
procedures manual 1
due process 1
cooper w 1
organizational need 1
future standard 1
equal book 1
same regardless 1
technical training 1
account -a 1
same degree 1
federal register 1
original text 1
useable condition 1
aggregate level 1
-an interest 1
recipient entity 1
its unusability 1
various agency 1
contra revenue 1
separate exposure 1
common defense 1
overall performance 1
other sacrifice 1
imported merchandise 1
ethe number 1
long-lived asset 1
temporary closure 1
proprietary accounting 1
s3p94 crop 1
s6p30 heritage 1
abbreviations cfs 1
acquisition-in-process cost 1
contract authority 1
weighted-average cost 1
top management 1
annual investment40 1
on bonds 1
s8p21 statement 1
effective yield 1
custodial operations. 1
appropriate audit 1
follow-up survey 1
intermediate accounting 1
c2p104-105 budgetary 1
budgetary resources 1
other tax 1
s7p258 revenue 1
special credit 1
indirect measure 1
full cost11 1
direct use 1
see entity 1
alpha-numeric code 1
aforementioned information 1
for conclusions 1
condition -the 1
bad debts 1
s1p158-160 other 1
intended agency 1
initial employment 1
preceding transaction 1
main source 1
possible gain 1
permanent appropriation 1
specific form 1
local series 1
personal satisfaction 1
fiduciary relationship 1
its design 1
governmental entity 1
whichever entity 1
s3p94-109 -q 1
unknown redemption 1
seized and/or 1
specific activity 1
custodial agency 1
balance sheet 1
certain maintenance 1
initial recognition 1
usable condition 1
future use 1
valuation account 1
surface mining 1
certain health 1
high school 1
s7p56 basis 1
long-term goal 1
its contribution 1
gross income 1
other kind 1
required reporting 1
current employee 1
identifiable entity 1
military service 1
original forfeiture 1
descriptive identification 1
individual transition 1
programs outcomes 1
glossary table 1
modification -a 1
exposures drafts 1
its portfolio 1
amortized interest 1
s6p26 definition 1
specified period 1
extensive description 1
its owner 1
c2p86-99 statement 1
following information 1
development research 1
land -land 1
englewood cliffs 1
its decision 1
ongoing vitality 1
s5p101 illustration 1
45-day review 1
budget estimates 1
and/or disposing 1
expected unit 1
executive office 1
congressional budget 1
sacrifice value 1
private employer 1
substantial investment 1
overall review 1
separate amount 1
part iii 1
illustrations source 1
current coverage. 1
financial reports 1
responsibility segment 1
content compensated 1
aggregate population 1
s7p274 output 1
s6p17-20 depreciation 1
trade act 1
s7p345-346 treasury 1
analysis -the 1
new budget 1
regional development 1
partial recognition 1
related accounting 1
fasab active 1
many trust 1
s7p24 budgetary 1
non-federal entity.43 1
bailout entities 1
expenditure -a 1
statements dl 1
intensive counseling 1
net interest 1
full cost. 1
executive branch 1
loss -any 1
s7p69 basis 1
sufficient detail 1
essential perspective 1
applying applicable 1
next page 1
consistent manner 1
accounting principles 1
cohort -those 1
entitlement program 1
entire enterprise 1
allotted time 1
gaseous waste 1
non-budget account 1
systematic use 1
record -to 1
potential hazard 1
illustrative material 1
entire cost 1
consolidated statement 1
disability insurance 1
later date 1
applicable revenue 1
equipment federal 1
other insurance 1
below-market interest 1
custodial activity. 1
private job 1
public navigation 1
s4p225 commodities 1
former employer 1
present case 1
particular kind 1
s1p38 basis 1
financial aid 1
enable management 1
certain interest 1
their importance 1
same meaning 1
future result 1
human health 1
similar nature 1
additional consideration 1
indian tribes 1
applicable literature 1
their net 1
public hearing 1
federal agency 1
credit program 1

 Trigram NP 
omb circular a-11 15
nonfederal physical property 14
federal financial accounting 12
required supplementary stewardship 10
consolidated financial report 9
federal financial reporting 8
jfmip standardization project 8
gao budget glossary 8
actuarial present value 7
general accounting office 6
federal reserve system 6
supplementary stewardship reporting 6
federal mission pp 5
railroad retirement board 5
omb circular a-34 5
federal mission property 4
supplementary medical insurance 4
net present value 4
its gross cost 4
federal financing bank 4
cost accounting concepts 4
diversion control program 3
national productive capacity 3
program performance measures 3
net realizable value 3
nuclear regulatory commission 3
outer continental shelf 3
such additional information 3
projected financial impact 2
other retirement benefits 2
department of inter-entity 2
yellowstone national park 2
its own behalf 2
its useful life 2
latest acquisition cost 2
space exploration equipment 2
federal budget process 2
its fair value 2
budget sec securities 1
process value analysis 1
s1p103-105 fund balance 1
national medical research 1
government printing office 1
their current condition 1
following numeric format 1
minerals management service 1
s8p11 purchase agreements 1
its expected life 1
omb circular a-134 1
s6p26 stewardship land 1
] post-modification liability 1
social insurance accounting 1
management accounting nos 1
s7p247 unfunded liability 1
marketable treasury securities 1
intragovernmental transactions nonexchange 1
s4p188 life insurance 1
cancellation of debt 1
c2p57 donations donations 1
stockpile materials accounting 1
restricted amounts cash 1
content omb bulletin 1
permanent indefinite appropriation 1
] current liabilities 1
vested dual benefit 1
different federal reporting 1
allowance or reserve 1
see sffac no 1
its present market 1
development sample report 1
basic financial statement 1
actuarial present valuation 1
other postemployment benefits 1
standard general ledger 1
taxes and duties 1
civil service retirement 1
] pre-modification value 1
heritage assets heritage 1
credit reform act 1
c2p84 non-entity assets 1
specific federal program 1
quinquennial military service 1
highway trust fund 1
other private entity 1
u. s. government 1
its current condition 1
s5p115 whole life 1
certain stewardship information 1
consolidated financial statement 1
c1p157-159 unearned revenue 1
s6p20 cash accounting 1
fiscal periods statement 1
required supplemental stewardship 1
the reporting objectives 1
federal reserve banks 1
s5p110 -p- penalties 1
annual financial interchange 1
-y- -z- effective 1
actual financial position 1
stewardship land -land 1
national economic productive 1
basic financial statements 1
their original cohort 1
between appropriation/fund accounts 1
national highway system 1
s1p74-76 direct loans 1
s5p35-42 contract authority 1
obligated balances -the 1
] pre-modification liability 1
essential quantitative impact 1
other financial information 1
consolidated financial reporting 1
moving average -an 1
accountants omb office 1
aicpa american institute 1
uncertain historical cost 1
budgetary resources statement 1
broad-based social insurance 1
same average level 1
s1p147 direct loans 1
other comparable program 1
level premium reserve 1
variable value securities 1
their substantial investment 1
.. s6p148-149 capital 1
uncertain useful life 1
prior period adjustments 1
jerry m. rosenberg 1
premium on bonds 1
research and development 1
stewardship reporting status 1
certain other excise 1
e land -land 1
see sffas no 1
s5p19 reconciliation statement 1
compulsory social insurance 1
post-199148 direct loans.49 1
.. s7p198-202 discount 1
current services assessment 1
unemployment insurance fund 1
early medical intervention 1
financial accounting concepts 1
.. c1p231-232 display 1
drug enforcement administration 1
understandability of information 1
] premium deficiency 1
their individual entity 1
same effective date 1
cost finding techniques 1
discount rate -the 1
treasury forfeiture fund 1
internal revenue service 1
fixed value securities 1
its intended purpose 1
subsidy cost -the 1
its continued performance 1
s7p284 budget accounts 1
program outcomes preliminary 1
condition assessment surveys 1
s1p34 contractor-developed software 1
required supplemental information 1
purchases method -a 1
federal financial management 1
omb circ a-123 1
s6p145 cost accounting 1
c2p50 balance sheet 1
post-1991 direct loans. 1
federal reserve system. 1
its maximum rate 1
future normal cost 1
s7p43-44 net position 1
asset forfeiture fund 1
actuarial cost methods 1
sthis hypothetical program 1
s7p41 nonexchange revenue 1
.. s7p316-317 unemployment 1
impoundment control act 1
its custodial activity 1
employees health benefit 1
othis hypothetical program 1
appendix a index 1
transactions not recognized 1
advisory board fasb 1
pre-1992 direct loans. 1
treasury financial manual 1
overall managerial cost 1
s8p66 stewardship land 1
their gross cost 1
business type activity 1
s7p235-370 exchange revenue 1
commodity credit corporation 1
s7p62 general pp 1
consolidated financial reports12 1
its present value 1
econometric model -an 1
deficient climate-control equipment 1
s4p225 amortization investments 1
social security act 1
omb paragraphs .700 1
their present value 1
write-off -an action 1
unpredictable useful life 1
accounts receivable accounting 1
s7p344 stewardship pp 1
specific financial statement 1
its own debt 1
s7p274-277 repair allowance 1
us postal service 1
such historical cost 1
department of forfeitures 1
sudden calamitous event 1
loan guarantee -any 1
current service assessment 1
its actual ability 1
local governments -state 1
s7p70 financing imputed 1
common data source 1
traditional financial reporting 1
its potential profitability 1
end user -any 1
s6p71 -e- efforts 1
future net benefit 1
regional development4.94.34.55.66.3 administrationn 1
loan guarantee commitment 1
heritage assets -property 1
s7p72 prior period 1
federal financial activity 1
assessment a current 1
its continued usefulness 1
economic productive capacity 1
gross domestic product 1
treasury warrant -an 1
results act irs 1
s7p69 tax expenditures 1
omb circular a-25 1
normal actuarial cost 1
systems and control 1
quadrennial advisory council 1
their long-term-benefit nature 1
its estimated salvage 1
bonneville power administration 1
entity assets accounting 1
exchange commission sffac 1
trust revolving funds 1
background and rationale 1
their entire cost 1
modification adjustment transfer 1
or accounting valuation 1
job order costing 1
social insurance programs 1
fasab consolidated glossary 1
their own behalf 1
avoidable cost -a 1
such constant dollar 1
unpredictable useful life17 1
its monetary function 1

 Unigram NP 
cost 247
entity 225
e 183
revenue 176
pp 162
federal 137
government 130
value 126
exchange 123
property 108
accounting 106
stewardship 97
interest 90
amount 79
fund 79
reporting 78
equipment 74
information 70
plant 70
land 70
treasury 69
trust 69
program 67
loan 65
asset 59
board 59
basis 58
example 56
expense 56
statement 54
gain 51
account 47
transaction 47
investment 45
loss 43
research 42
payment 42
employer 42
heritage 42
time 42
mission 41
development 38
year 38
difference 37
source 37
budget 36
tax 36
part 36
volume 36
state 36
method 35
cash 34
book 33
activity 32
subsidy 32
use 31
nonexchange 31
term 31
debt 31
rate 30
omb 30
authority 30
law 29
service 29
period 29
standard 28
acquisition 28
agency 28
• 27
para 27
unemployment 27
dictionary 26
price 26
sale 25
employee 25
insurance 25
financing 24
accountants 24
transfer 24
public 23
number 23
retirement 23
category 22
conclusions 22
party 22
kohler 22
nature 21
contribution 21
item 21
purpose 20
fasab 20
sffas 20
valuation 20
plan 19
september 19
form 19
liability 18
appropriation 18
level 18
process 18
inventory 18
benefit 18
definition 18
pension 18
condition 17
measurement 17
health 17
training 17
system 17
modification 17
anything 17
department 17
inflow 16
guidance 16
output 16
maintenance 16
something 15
note 15
case 15
space 15
balance 14
outlay 14
connection 14
chapter 14
reimbursement 14
education 14
standards 13
assessment 13
allocation 13
management 13
sheet 13
compensation 13
capital 13
result 13
revaluation 13
february 13
performance 13
maturity 13
guarantee 12
date 12
b 12
title 12
addition 12
gao 12
user 12
money 12
rssi 12
power 12
change 11
obligation 11
version 11
recognition 11
fee 11
government-wide 11
customer 10
concepts 10
minimum 10
united 10
csa 10
description 10
data 10
purchase 10
hierarchy 10
group 10
return 10
smi 10
contract 10
allowance 10
analysis 10
display 10
exercise 9
operating 9
knowledge 9
credit 9
end 9
office 9
nation 9
repayment 9
receipt 9
revolving 9
accordance 9
unit 9
audit 9
organization 9
forfeiture 9
offset 9
construction 9
exploration 9
codification 8
calculation 8
behalf 8
discussion 8
deposit 8
order 8
split 8
product 8
event 8
disposition 8
percentage 8
e.g. 8
merchandise 8
reference 8
component 8
extent 8
outcome 8
surface 8
ii 8
oasdhi 8
material 8
discount 8
no 8
increase 7
direct 7
market 7
interpretation 7
report 7
production 7
support 7
president 7
project 7
liabilities 7
summary 7
whole 7
document 7
ccc 7
recipient 7
indication 7
paragraphs 7
medicare 7
delivery 7
october 7
type 7
percent 7
portion 7
appendix 7
dollar 6
charge 6
issue 6
transportation 6
action 6
work 6
topic 6
labor 6
policy 6
combination 6
instrument 6
content 6
u.s. 6
mms 6
transition 6
quality 6
draft 6
rsi 6
need 6
donation 6
fact 6
costing 6
staff 6
flow 6
defense 6
demand 6
aid 6
cycle 6
auditor 6
excise 6
object 6
processing 6
accountability 6
index 5
section 5
net 5
understanding 5
guarantees. 5
social 5
military 5
cancellation 5
gaap 5
hospital 5
paragraph 5
agent 5
borrowing 5
responsibility 5
position 5
reacquisition 5
reestimate 5
enforcement 5
reconciliation 5
delinquent 5
set 5
review 5
irs 5
respect 5
reduction 5
life 5
transferring 5
transfer-out 5
patent 5
administration 5
amortization 5
person 5
fcic 5
specific 5
act 5
disclosure 5
engineering 5
congress 5
age 5
adjustment 4
effort 4
presentation 4
trend 4
completion 4
full 4
degree 4
funds. 4
compliance 4
consumption 4
gasoline 4
receivables 4
premium 4
machine 4
compulsory 4
entry 4
complexity 4
dividend 4
series 4
receiving 4
base 4
ability 4
legislation 4
interchange 4
introduction 4
task 4
character 4
collecting 4
combat 4
salary 4
radio 4
impact 4
ocs 4
disbursement 4
secretary 4
sec 4
capacity 4
identification 4
approach 4
c 4
sffass 4
lender 4
determination 4
intragovernmental 4
tabulation 4
grant 4
effect 4
diversion 4
implementation 4
judgment 4
recourse 4
.432 4
improvement 4
situation 4
execution 4
replacement 4
decision 4
application 4
income 4
intent 4
expenditure 4
quantity 4
disability 3
.530 3
list 3
inspection 3
a 3
valorem 3
agreement 3
depreciation 3
consideration 3
table 3
auction 3
pre-modification 3
magnitude 3
distinct 3
petroleum 3
overhead 3
hour 3
.96 3
following 3
bureau 3
means 3
customs 3
element 3
se 3
absence 3
practice 3
above 3
subset 3
gpra 3
variety 3
profit 3
belief 3
regulatory 3
remainder 3
care 3
consequence 3
relationship 3
assumption 3
holder 3
future 3
spectrum 3
recommended 3
sufficiency 3
interior 3
fcc 3
request 3
face 3
rating 3
surplus 3
text 3
pursuant 3
earth 3
copyright 3
penalty 3
expectation 3
timing 3
totality 3
evaluation 3
weapons 3
timber 3
post-modification 3
august 3
job 3
official 3
appropriations 3
budgetary 3
location 3
glossary 3
withdrawal 3
manner 3
director 3
ownership 3
entity's 3
march 3
background 3
damage 3
railroad 3
right 3
employment 3
grazing 3
depletion 3
participation 3
illustration 3
wildlife 3
issuance 3
range 3
way 3
ad 3
evidence 3
class 3
structure 3
exposure 3
rule 3
write-off 2
..542 2
technique 2
environment 2
fas 2
none 2
reallocation 2
recreation 2
.92 2
consistent 2
crop 2
design 2
..220 2
business 2
availability 2
current 2
body 2
eligibility 2
compilation 2
water 2
sustainability 2
search 2
redemption 2
expression 2
suitable 2
classification 2
.214 2
lending 2
decrease 2
experimentation 2
estate 2
injure 2
orb 2
acceptor 2
sample 2
receipts 2
advance 2
share 2
employees. 2
p.l 2
hardware 2
world 2
december 2
currency 2
arise 2
association 2
turn 2
gatt 2
s8p93 2
defeat 2
fy 2
sacrifice 2
collection 2
opinion 2
foreclosure 2
atmosphere 2
existence 2
taxpayer 2
ed. 2
s7p69 2
framework 2
resource 2
bank 2
apportionment 2
jfmip 2
status 2
p 2
literature 2
agriculture 2
leases 2
funding 2
viability 2
reader 2
cause 2
foundation 2
payroll 2
xx-xxx 2
interaction 2
lessor 2
.599 2
probability 2
indeterminate 2
finding 2
property. 2
estimate 2
park 2
.50 2
i 2
historical 2
transfer-in 2
mind 2
.520 2
strength 2
cost/benefit 2
donor 2
immigration 2
old-age 2
duplication 2
filing 2
exchange. 2
-property 2
.318 2
mortality 2
yield 2
employers 2
