
 Bigram NP 
time 5
focus 4
fairness 4
list 4
team 4
perspective 4
motivate 4
committee 4
advance 4
draft 4
part 4
require 4
interior 4
secretary 4
score 4
bureau 4
attention 4
nashville 4
attainment 4
region 4
discrimination 4
telephone 4
web 4
source 4
government 4
employment 4
processing 4
commitment 4
involvement 4
way 4
condition 3
empower 3
manage 3
authorization 3
train 3
making 3
tax 3
methodology 3
data 3
mission 3
reduce 3
gpra 3
network 3
base 3
beginning 3
retain 3
tool 3
july 3
accordance 3
rac 3
majority 3
effectiveness 3
montana 3
salary 3
planning 3
nevada 3
impact 3
factor 3
unsatisfactory 3
importance 3
improve 3
create 3
technology 3
pay 3
make 3
inventory 3
task 3
meet 3
skill 3
speed 3
success 3
testimony 3
consensus 3
examples 3
harassment 3
area 3
support 3
examination 3
line 3
october 3
worklife 3
town 3
resolution 3
advisory 2
hold 2
oversight 2
@ 2
none 2
philippines 2
standards 2
race 2
force 2
access 2
completion 2
agreement 2
understanding 2
permit 2
total 2
call 2
treasury 2
phone 2
veterans 2
sample 2
united 2
goal 2
provide 2
interview 2
official 2
remand 2
increase 2
september 2
coaching 2
production 2
return 2
january 2
energy 2
evaluation 2
highway 2
california 2
collection 2
strategic 2
size 2
conservation 2
serve 2
center 2
acquisition 2
partnership 2
need 2
veteran 2
emphasis 2
collaboration 2
position 2
sale 2
staff 2
menu 2
tolerance 2
requirement 2
achieved 2
individual 2
august 2
fatality 2
april 2
grazing 2
strategy 2
direction 2
understand 2
gao.gov 2
property 2
develop 2
baseline 2
s 2
database 2
analysis 2
restore 2
instrument 2
test 2
benefit 2
nondiscrimination 2
elements 2
recognition 2
decision 2
contributing 2
e-mail 2
ensure 2
balanced 2
question 2
vba's 2
link 2
maximum 2
problem 2
supervisor 2
expertise 2
variety 2
role 2
june 2
fiscal 2
excellent 1
oct. 1
highlightstest 1
cooperative 1
equipment 1
gao/ggd-00-81 1
results.5 1
results.7 1
charge 1
promoting 1
include 1
internet 1
candid 1
forth 1
//www.gao.gov 1
enhance 1
inspection 1
heading 1
trend 1
consistent 1
welfare 1
management-design 1
www.gao.gov 1
subordinate 1
assistance 1
brief 1
public 1
director's 1
method 1
proliferation 1
component 1
met 1
protection 1
operating 1
pursuit 1
q12 1
consideration 1
tdd 1
voice 1
talent 1
receive 1
employees 1
experience 1
secure 1
bureauwide 1
apr 1
search 1
tracking 1
morale 1
establish 1
confidence 1
assessment 1
sharing 1
share 1
benchmark 1
varying 1
agency's 1
iii 1
hardware 1
account 1
room 1
gpra- 1
achieve 1
learn 1
claim 1
e.g. 1
december 1
monitoring 1
agent 1
sense 1
planning-translate 1
product 1
mar 1
description 1
may 1
philosophy 1
results-develop 1
organization's 1
insufficient 1
hoc 1
effective 1
light 1
documentation 1
maintain 1
responsibility 1
developed 1
course 1
divisions' 1
group 1
taxpayer 1
mail 1
correspondence 1
practice 1
hall 1
workload 1
equality 1
composition 1
mastercard 1
self-evaluation 1
status 1
funding 1
satisfaction-the 1
leases-of 1
research 1
evacuation 1
crosscutting 1
high-performance 1
u.s. 1
met-the 1
difficulty 1
alert 1
cornerstone 1
union 1
benefits 1
district 1
executives.6 1
initiate 1
length 1
bryanrasmussen 1
ability 1
third 1
rank 1
priority 1
regulation 1
rater 1
statement 1
summit 1
gao-02-966 1
frustration 1
met-achieved 1
immediate 1
court 1
relative 1
project 1
future 1
measure 1
mine 1
demonstration 1
u.s 1
potential 1
conducive 1
multiple 1
class 1
assisting 1
request 1
workspace 1
show 1
random 1
blm's 1
brink 1
productivity 1
proportion 1
awareness 1
continuity 1
viewpoint 1
legislation 1
summary 1
vision 1
honesty 1
sex 1
culture 1
result 1
fail 1
concern 1
exceeded-the 1
review 1
between 1
approach 1
nature 1
agencies 1
efficiency 1
approval 1
distribution 1
objectives-implement 1
connection 1
functions13-service 1
contribution 1
key 1
point 1
color 1
period 1
subscribe 1
respect 1
aug. 1
stretch 1
reduction 1
territory 1
engine 1
gas 1
opm's 1
case 1
governmentwide 1
kentucky 1
while 1
ongoing 1
intranet 1
prevalence 1
irs-wide 1
vi 1
iv 1
ii 1
player 1
satisfactory-performance 1
check 1
member 1
manila 1
va's 1
day 1
oil 1
http 1
assignment 1
v. 1
automation 1
leadership-successfully 1
documents 1
audit 1
512-6806 1
person 1
contact 1
coordinate 1
reward 1
money 1
rest 1
human 1
world 1
coordination 1
alignment 1
gao-02-940t 1
characterization 1
help 1
advancement 1
transformation 1
march 1
evaluate 1
showing 1
background 1
submission 1
continue 1
officer 1
page 1
superintendent 1
senate 1
authority 1
sight 1
and/or 1
pinpoint 1
integration 1
participation 1
update 1
restructuring 1
gao-01-263 1
range 1
visa 1
afternoon 1
act 1
commit 1
colorado 1
baldridge 1
dissatisfaction 1
gao-02-373sp 1
workgroups 1
mississippi 1
additional 1
waco 1
consultation 1
translate 1
building 1
regard 1
burro 1
results-performance 1
promote 1
consist 1
caller 1
fraudnet 1
today 1
contribute 1
life 1
reliability 1
organizational 1
archive 1
responsibility-leadership 1
application 1
setting 1
analysis-identify 1
gao-02-862 1
outreach 1
variation 1
structure 1
reorganization 1
gao-01-115 1
met-placed 1

 Arbitary length NP 
u.s. general accounting office 7
internal revenue service restructuring 3
national environmental policy act 3
senior executive performance basis 2
malcolm baldridge national quality award 2
general accounting office washington 2
national treasury employees union 2
manage senior executive performance 2
secretary's executive leadership award 2
senior executive performance management 2
southern executive safety summit 2
strategic human capital management 2
senior executive performance management appendix iv irs 1
senior executive summary evaluation ratingsa 1
gunnison gorge national conservation area 1
senior executive performance plans34 performance elements34 performance standards 1
internal revenue service47 table 1
provide useful data providing 1
manage accountability integrity reliability senior executive performance highlights 1
congressional subcommittees gao september 1
internal revenue service gao 1
honorable daniel k. akaka chairman 1
j. christopher mihm director 1
general accounting office september 1
agencies provide useful data 1
honorable richard j. durbin chairman 1
senior executive performance9 initial implementation approaches 1
gao-02-966 senior executive performance management 1
claims automated processing system 1
senior executive performance12 page 1
senior executive performance plans41 performance elements41 performance standards 1
effective strategic human capital 1
results-oriented cultures using balanced expectations 1
senior executive performance organizational results opm 1
senior executive performance management table 1
irs/national treasury employees union employee satisfaction survey 1
gao-02-966 senior executive performance management contents a united 1
senior executive performance plans31 performance elements31 performance standards 1
general accounting office report 1
senior executive performance plans37 performance elements37 performance standards 1
fees paid gao permit no 1
results-oriented cultures g a o using balanced expectations 1
overall average monthly production 1
presidential quality award criteria-leadership 1
honorable thad cochran ranking minority member subcommittee 1
senior executive performance management vba 1
senior executive performance management appendix v vba 1
improve human resources management 1
honorable george v. voinovich ranking minority member subcommittee 1
veterans integrated service network 1
manage senior executives' performance18 conclusions26 agency comments27 appendixes appendix 1
