
 Bigram NP 
contractor 1
board 1
citizen 1
march 1
preference 1
semester 1
benefit 1
officer 1
essential 1
senate 1
spring 1
gao-02-865t 1
sight 1
place.8 1
equivalent 1
gao-01-262 1
gao-01-263 1
empowerment 1
medicare 1
testimony 1
gao-02-497t 1
ferc 1
communication 1
commitment 1
gao-02-373sp 1
compression 1
area 1
start 1
analyst 1
october 1
j 1
vanguard 1
jan. 1
distribution 1
diverse 1
-one 1
locality 1
individual 1
percent 1
gao/t-ggd-00-26 1
update 1
building 1
e 1
age 1
nasa 1

 Arbitary length NP 
u.s. general accounting office 11
their individual human capital 2
strategic human capital management 2
our current broadbanded system 1
their specific human capital 1
accountability series-major management challenge 1
century challenge prompt fresh 1
public service gao-02-940t chairman volcker 1
emerging human capital challenge 1
nine private sector organization 1
general accounting office testimony gao 1
agency address their human capital challenge 1
our current human capital 1
u.s general accounting office 1
strategic human capital reform 1
cabinet agency ha merit 1
effective strategic human capital 1
confront challenge that impede effective oversight 1
see u.s. general accounting office 1
