
 Bigram NP 
contrast 4
agreement 4
apr 4
making 4
minimum 4
data 4
order 4
milestone 4
series 4
research 4
increase 4
estimate 4
mining 4
equipment 4
impact 4
predecessor 4
set 4
reduction 4
meeting 4
technology 4
money 4
web 4
recommendation 4
high-quality 4
manufacturability 4
congress 4
concept 3
lack 3
testimony 3
index 3
degree 3
history 3
armed 3
army 3
hardware 3
proof 3
delay 3
variant 3
truck 3
developer 3
practice 3
framework 3
status 3
operation 3
standard 3
management 3
signature 3
horsepower 3
tool 3
price 3
average 3
request 3
executive 3
adherence 3
progress 3
attention 3
nature 3
table 3
budget 3
director 3
opportunity 3
power 3
stage 3
simulation 3
software 3
repair 3
facility 3
accountability 3
seeker 3
analyze 3
war 3
complete 3
patriot 3
f/a-18 3
firm 3
marketplace 3
quantum 3
oct. 2
advantage 2
rate 2
specification 2
body 2
component 2
attainment 2
flexibility 2
unit 2
confidence 2
scope 2
today 2
phone 2
appendix 2
gao-01-288 2
rework 2
august 2
december 2
united 2
how 2
mar 2
may 2
philosophy 2
machine 2
mais 2
combination 2
february 2
factory 2
evaluation 2
assurance 2
difficulty 2
reason 2
service 2
turn 2
place 2
user 2
dod's 2
introduction 2
leading 2
require 2
preparation 2
outcome 2
function 2
defect 2
increment 2
purchasing 2
track 2
f/a-18e/f 2
ground 2
indicator 2
degradation 2
gao/nsiad-99-162 2
culture 2
subcommittee 2
stakeholder 2
interface 2
modeling 2
contract 2
april 2
extent 2
applicability 2
strategy 2
flight 2
gas 2
value 2
air 2
uncertainty 2
effect 2
hand 2
fabrication 2
cycle 2
rest 2
incentive 2
adoption 2
match 2
sequence 2
prototyping 2
e-mail 2
leap 2
leader 2
assembly 2
illustration 2
step 2
predictability 2
comparison 2
package 2
involvement 2
support 2
buy 2
aim-9m 2
xerox 2
construction 2
mature 2
problem 2
one-third 2
authority 2
mdaps 2
visibility 2
structure 2
resistance 1
sunk 1
adjustment 1
integrity 1
e/f 1
charge 1
sound 1
single-step 1
sensor 1
//www.gao.gov 1
heading 1
-reliability 1
employing 1
past 1
www.gao.gov 1
requirements-the 1
brief 1
new 1
public 1
protection 1
operating 1
fleet 1
change 1
search 1
voice 1
d.c 1
base 1
512-4841 1
maker 1
regardless 1
family 1
ninety 1
motor 1
gao/t-nsiad-00-137 1
likelihood 1
strike 1
corvallis 1
manufacturer 1
assessment 1
oregon 1
none 1
room 1
@ 1
discussion 1
methodology 1
criterion 1
aft 1
response 1
attempt 1
third 1
element 1
agenda 1
correlation 1
policy9 1
september 1
concurrence 1
mission 1
policy2 1
radar 1
committee 1
group 1
fix 1
inclusion 1
listing 1
mail 1
production-integration 1
atircms 1
correspondence 1
finance 1
inception 1
pac-3-did 1
day 1
onethird 1
mastercard 1
quarter 1
prevailing 1
fixture 1
contracting 1
f/a-18-c/d 1
agriculture 1
profit 1
methodology17 1
internet 1
feb. 1
gao/nsiad-98-87 1
alert 1
marine 1
training 1
language 1
evendale 1
aim-9m-and 1
gao/nsiad-96-162 1
tier 1
size 1
jet 1
cooling 1
draft 1
escort 1
f-18 1
percentage 1
gear 1
relationship 1
peoria 1
b 1
process-when 1
target 1
accordance 1
matter 1
computer 1
maintenance-that 1
willingness 1
higher-level 1
rochester 1
built 1
reliance 1
emphasis 1
chairman 1
accuracy 1
printer 1
specialty 1
visa 1
payment 1
achievement 1
industry 1
selection 1
certification 1
design's 1
inconsistent 1
immaturity 1
upgrade 1
gao/nsiad-98-56 1
factor 1
fa-18-e/f 1
do-continue 1
ohio 1
view 1
sensitivity 1
page 1
f/a-18-e/f 1
invention 1
system's 1
point.1 1
gao/t-nsiad-98-123 1
configuration 1
fit 1
reasonableness 1
s 1
canopy 1
expense 1
color 1
community 1
subscribe 1
cost-type 1
acceptance 1
collected 1
helicopter 1
life 1
fire 1
persist 1
pilot 1
exception 1
laser 1
launcher 1
align 1
aim 1
pace 1
error 1
situation 1
atircms/cmws 1
balance 1
welding 1
completed 1
multifunction 1
ii 1
ready 1
greater 1
baseline 1
drawings4 1
check 1
one-quarter 1
schematic 1
document 1
oil 1
http 1
rail 1
purpose 1
expand 1
task 1
cancellation 1
procurement 1
approval 1
command 1
inability 1
model 1
meet 1
half 1
obtain 1
identify 1
gao/t-nsiad-99-116 1
discipline 1
supply 1
improvement 1
programs-had 1
money-exist 1
gao/nsiad-97-108 1
survival 1
background 1
world 1
gao.gov 1
loss 1
performing 1
underway 1
continue 1
demonstration-it 1
superintendent 1
senate 1
competition 1
matching 1
aim-9 1
money-over 1
judgment 1
demonstrated 1
five5 1
core 1
columbus 1
tdd 1
leadership 1
certainty 1
afternoon 1
gao/nsiad-99-206 1
revise 1
outset 1
communication 1
determine 1
producible 1
area 1
spending 1
question 1
gao-02-469t 1
forward 1
manufacture 1
point-and 1
regard 1
overlapping 1
delivery 1
gain 1
indiana 1
line 1
buying 1
bf/a-18 1
october 1
processes-in 1
official 1
maximum 1
fraudnet 1
below 1
limit 1
hardware-a 1
measure 1
evidence 1
archive 1
floor 1
illinois 1
application 1
conclusion 1
delaminating 1
missile's 1
concurrent 1
cpks 1
gao/nsiad-00-199 1
centerpiece 1
starting 1

 Arbitary length NP 
u.s. general accounting office 5
better weapon system outcome 2
manufacturing knowledge is critical 2
best practice model would apply 2
general electric aircraft engine 2
dod acquisition environment do 2
advanced threat infrared countermeasures/common missile warning system 2
general accounting office washington 2
weapon acquisition requires change 2
major automated information system 2
defense acquisition executive summary 2
manufacturing knowledge wa captured 2
reduce development risks30 leading commercial company use 1
sourcing management executive summary historically 1
use evolutionary product development framework 1
affordable cost-the third knowledge 1
new products13 notional illustration 1
honorable james inhofe ranking minority member subcommittee 1
defense appendix ii gao staff acknowledgment cheryl andrew 1
key program manufacturing junctures22 knowledge is critical 1
design helped achieve stability a 1
new products31 achieving stability 1
weapon system development source 1
f-22 program46 pac-3 design knowledge 1
executive action9 agency comments10 1
honorable daniel akaka chairman 1
achieve stable design knowledge • limit 1
brief4 principal findings6 recommendation 1
critical design review49 illustration 1
design knowledge should be captured 1
acquisition process56 a united 1
manufacturing knowledge early enough57 related gao product figure 1
assurance practice offer improvement 1
principal finding timely design 1
development can take15 dod 1
general accounting office report 1
can shape better weapon system decision 1
can improve program outcome 1
much new unproven content 1
program success dod program had better outcome 1
manufacturing knowledge early enough 1
lack specific implementation criteria53 1
dod leading commercial company use evolutionary product development framework 1
product reliability knowledge should be captured 1
critical design review source 1
better weapon system space outcome 1
achieve manufacturing knowledge • identify 1
delay indicate initial production 1
weapon system development16 notional single-step 1
fee paid gao permit no 1
dod program had better outcome 1
manufacturing knowledge acquisition policy lack specific implementation criterion 1
executive level review are conducted 1
executive level review were 1
katherine v. schinasi director acquisition 1
weapon system program implement best 1
boeing commercial airplane group 1
executive summary purpose2 background3 result 1
program outcome are possible 1
earned value management process 1
