
 Bigram NP 
a 2
telephone 2
rural 2
fact 2
rating 1
bush 1
fy 1
surplus 1
areas22 1
september 1
money 1
-it 1
deliveries,10 1
detail 1
course 1
shape 1
minute.14,15 1
october 1
costing 1
impact 1
ratio 1
truism 1
curbline 1
point 1
contractor 1
firm 1
costs.25 1
do 1
dec. 1
parcel 1
dependent 1
exception 1
piece13.24 1
finding 1
workload 1
background 1
press 1
explanatory 1
pearson 1
resource 1
edit 1
h 1
differential 1
w/s 1
summary 1
contrast 1
release 1
output 1
mean.20 1
page 1
development 1
drop 1
force 1
allowance.18 1
-266.22 1
result 1
a.2 1
indirect 1
balance 1
living 1
scale 1
proceeding 1
f-8 1
subclass 1
increase 1
bureau 1
billion.32 1
intersect 1
profitability23,24 1
simplifying 1
evaluation 1
-in 1
agreement 1
wisconsin 1
belief 1
accident 1
payroll 1
cb91-334 1
differ 1
deliveries11.5 1
delivery11 1
variation 1
address 1
quite 1
change 1
extreme 1
derivation 1
g 1
package 1
column 1
fringe 1
ups 1
union 1
whole 1
family 1
continuation 1
l.4/l.5 1
scale.31 1
.30 1
set 1
motor 1
unit 1
denominator 1
introduction 1
support 1
question 1
occupancy 1
-because 1
commission 1
assumption 1
overhead 1
minute.16 1
relationship 1
thus 1
explanation 1
minute.17 1
usps-lr-f-342 1
full-time 1
spectrum 1
policy 1
input 1
fifth 1
logarithm 1
accordance 1
l.6/l.7 1
air 1
points.8,9 1
depreciation 1
perspective 1
bearing 1
-as 1
l.1/l.6 1
calculation 1
household 1
mind 1
argument 1
cluster 1
minimum 1
sense 1
l.1/l.2 1
pay 1
postage 1
priori 1
roadside 1
department 1
l.7/l.4 1
mileage 1
description 1
l.8/5.01 1
delivery.1 1
correlation 1
effect 1
collection 1
statisticsa 1
purpose 1
route.19 1
variable 1
in-office 1
class 1
l.3/l.4 1
hoursa 1
salary 1
bargaining 1
portion 1
quantity 1

 Arbitary length NP 
the universal service obligation 1
city delivery national total report 1
simple log- linear model 1
direct labor plus vehicle cost 1
investigation robert h. cohen william w. ferguson spyros s. xenakis postal rate commission office 1
foot curb loop city residential 1
demographically designated rural area 1
delivery carrier data most 1
city delivery carrier data 1
.29 .37 .44 .53 .57 .44 thus 1
delivery vehicle cost rural 1
city item residential park 1
total all foot curb loop total 1
rural carrier national mail count 1
