
 Bigram NP 
efficiency 1
c 1
outcome 1
admin 1
drug 1
april 1
expense 1
baltimore 1
withdraws 1
period 1
cy 1
initiative 1
sess 1
basis 1
acceptance 1
louisiana 1
firm 1
life 1
determination 1
demand 1
pilot 1
commerce 1
georgia 1
situation 1
procedure 1
century 1
vi 1
program's 1
iv 1
ii 1
administration 1
development 1
http 1
effect 1
v. 1
virginia 1
audit 1
center 1
programs 1
consistency 1
alabama 1
left 1
judge 1
wage 1
mix 1
micronesia 1
improvement 1
congress�april 1
input 1
inflation 1
reconfiguration 1
recipient 1
countervailing 1
loss 1
success 1
submission 1
output 1
right 1
senate 1
spring 1
redress 1
employment 1
competitor 1
rulemaking 1
provider 1
power 1
ncj-154348 1
stem 1
appropriate 1
promise 1
mississippi 1
housing 1
legislation 1
handbook 1
series 1
function 1
count 1
counsel 1
fraud 1
citizenship 1
corrective 1
file 1
education 1
solicitation 1
directors 1
field 1
branch 1
test 1
conclusion 1
stat 1
june 1
outreach 1
massachusetts 1
structure 1
portion 1
missouri 1

 Arbitary length NP 
violence against women act 2
its voluntary strategic planning 1
gao/ggd-99-135r lsc case reporting problems 1
national legal services program legal 1
iv older americans act 1
title xx social security act 1
legal services corporation serving the civil legal needs of low-income americans a special report 1
american psychological association presidential task force 1
puerto rico legal services 1
leveraging federal resources federal 1
federal poverty income guidelines 1
