
 Bigram NP 
formulation 2
vendor 2
enterprisewide 2
congress 2
massachusetts 2
structure 2
bulk 2
urgency 2
global 1
month 1
montvale 1
retention 1
content 1
passage 1
health 1
include 1
fax 1
end 1
consolidation 1
results 1
difference 1
www.tbssct.gc.ca 1
skills 1
strategist 1
personnel.10 1
purchase/work 1
cfos,8 1
accountants- 1
todayone 1
div 1
charter 1
ifac 1
entitywide 1
trend 1
consistent 1
iibt 1
literature 1
recruitment 1
enhancement 1
portfolio 1
www.iibt.org 1
section 1
learner 1
profitability 1
adhoc 1
coopers 1
new 1
method 1
movement 1
opposition 1
completion 1
transportation 1
leveraging 1
understanding 1
hightech 1
box 1
warehousing 1
shift 1
robin 1
credit 1
checklist,9 1
gao/aimd9834 1
retired 1
statewide 1
tracking 1
morale 1
crisis 1
visit 1
governance 1
overhead 1
asset 1
criteria 1
administering 1
type 1
reevaluate 1
award 1
it 1
iia 1
iii 1
salesforce 1
room 1
following 1
meet 1
heart 1
involve 1
estimating 1
sense 1
monitoring 1
purpose 1
fourto 1
auditnet- 1
employee 1
jablonsky 1
elizabeth 1
max 1
gasb 1
mapping 1
dc 1
abuse 1
organization's 1
response 1
engineering 1
third 1
documentation 1
element 1
complexity 1
responsibility 1
agenda 1
anyone 1
traceability 1
insight 1
vary 1
committee 1
consolidating 1
ima 1
steinhoffj.aimd 1
position 1
solving 1
platform 1
reengineer 1
policy 1
mail 1
combination 1
washington 1
break 1
trade 1
dayswith 1
sections-each 1
marcus 1
january 1
appropriate 1
establishing 1
capability 1
magnitude 1
mastercard 1
locate 1
boardfasb 1
boardgasb 1
energy 1
receipt 1
taught 1
touchtone 1
magazine 1
agriculture 1
canada 1
funding 1
network 1
electronic 1
increase 1
fte 1
reader 1
/business 1
millions 1
evaluation 1
gao/aimd/nsiad9843 1
workflow 1
upon 1
standard 1
closingcycle 1
estimate 1
quo 1
longrange 1
director 1
financenet 1
cfos,4 1
cfos,3 1
turn 1
place 1
signature 1
davis 1
pfizer's 1
neglect 1
revenue 1
one 1
customization 1
custom 1
interchange 1
clearinghouse 1
leverage 1
meaningful 1
top 1
recruiting 1
overanalysis 1
draft 1
john 1
option 1
relationship 1
militello 1
tool 1
acquire 1
corning 1
institution 1
www.gao.gov 1
matter 1
midcareer 1
enabler 1
accountancy 1
usefulness 1
program/line 1
revenues/outlays 1
www.gasb.org 1
competency 1
benchmarking6 1
documents 1
sound 1
internal 1
kaplan 1
play 1
stephen. 1
visa 1
shareholder 1
utilize 1
wisdom 1
class 1
achievement 1
salary 1
coffman 1
housing 1
flow 1
enterprise 1
requirement 1
assistance 1
catalyst 1
sector 1
thomas 1
certification 1
participate 1
scarce 1
costing 1
impact 1
knowledge 1
implementation 1
menu 1
enough 1
inc.- 1
remedy 1
interoperability 1
bar 1
www.answerthink.com/hackett/ 1
ivy. 1
body 1
redefine 1
testing 1
infrastructure 1
inhouse 1
www.itgovernance.org/itgi/ 1
itrelated 1
sei 1
subject 1
capacity 1
managing 1
sponsorship 1
progress 1
dunleavy 1
email 1
nature 1
job 1
extent 1
modeling 1
legislature 1
defense 1
www.bitwise.net/iawww/index.html 1
april 1
s 1
variance 1
whole 1
forecasting 1
budgetary 1
www.ifac.org 1
checklist.11 1
satisfaction 1
maximize 1
trust 1
i.e. 1
billing 1
waste 1
proclivity 1
function,7 1
precision 1
dramatic 1
expenditure 1
present 1
commerce 1
johansson 1
cash 1
viii 1
none 1
walther 1
halffrom 1
preeminent 1
vol 1
transactionaverage 1
iv 1
ii 1
par 1
journal 1
pay 1
administration 1
member 1
a/p 1
modification 1
gprarelated 1
status 1
material 1
bonus 1
agreementto 1
workforce 1
allocation 1
issuance 1
ownership 1
solicitation 1
oncampus 1
database 1
corner 1
reward 1
lowrisk 1
money 1
accurate 1
competitive 1
entity's 1
shape 1
using 1
discipline 1
mix 1
planning/performance 1
board 1
hewlettpackard 1
transformation 1
momentum 1
vii 1
branch 1
evaluate 1
advocate 1
judgement 1
warehouse 1
background 1
deployment 1
world 1
desire 1
standardization 1
testimony 1
benefit 1
continue 1
page 1
pertaining 1
right 1
superintendent 1
creativity/problem 1
excerpt 1
privatization 1
growth 1
home 1
accomplishment 1
recognition 1
cooper 1
collect 1
gateway 1
visionand 1
innovation 1
measuring 1
schedule 1
tdd 1
host 1
periodically 1
package 1
shipping 1
simulation 1
cadre 1
consolidate 1
image 1
executivelevel 1
involvement 1
consulting.2 1
legacy 1
spending 1
overtime 1
threestep 1
call 1
keating 1
select 1
medium 1
interagency 1
vehicle 1
financenet- 1
delivery 1
failure 1
link 1
automated 1
strategythat 1
www.auditnet.org 1
hjelm 1
illustrative 1
www.toysmart.com 1
fraudnet 1
-i.e. 1
eightperson 1
mature 1
problem 1
curt 1
camp 1
firm,1 1
dissemination 1
research- 1
examine 1
expertise 1
check 1
completeness 1
field 1
nw 1
june 1
a. 1
aga 1
www.businessfinancemag.com 1
week 1
push 1
decision 1

 Arbitary length NP 
gao/aimd00134 ♦ executive guide 15
value through worldclass financial management 9
u.s. government standard general ledger 4
entitywide priority ♦ practice 2
♦ make financial management 2
financial executives research foundation 2
value through worldclass financial management appendix v ♦ related 2
value through worldclass financial management appendix iv ♦ comparison 2
better support mission objectives ♦ practice 2
case study entities table 2
u.s. general accounting office p.o 1
federal financial management status report 1
chief information officer xerox corporation gao/aimd00134 ♦ executive guide 1
implementing new technology key 1
bruce h. adams senior vice president 1
their outstanding financial management 1
company revenues/outlays cfo bonus total 1
chase manhattan bank david devonshire chief financial officer ingersoll rand corporation 1
value through worldclass financial management case study 1
its overall financial position 1
information management division april 1
cfo council fellows program 1
other related financial reform 1
federal financial management improvement act 1
its new financial management 1
carnegie mellon software engineering institute- 1
virginia william c. steere 1
worldclass finance organization a 1
world-class financial management gao/aimd-00-134 preface 1
boeing company's personal planning guide 1
financial management international federation 1
texas william landsidle comptroller commonwealth 1
large private sector corporations 1
julia carroll chief financial officer naperville 1
strong executive leadership key 1
information management division contents background learning 1
comprehensive annual financial reports 1
chief executive officer private sector council edward j. mazur vice president virginia state university john l. puckett assistant vice president information technology 1
u.s. general accounting office washington 1
harvard business school press 1
general electric general electric 1
chief executive officer pfizer inc william kilmartin vice president american management 1
boeing company richard l. hoddeson vice president 1
appendix viii gao contacts 1
lynn l. saylor general electric directorcorporate finance general electric company boyd e. givan 1
analysis pfizer inc larry lazicki executive assistantfiscal mgmnt 1
tools appendix vi bibliography buckingham 1
worldclass companies process measure average worldclass payables invoice 1
federal emergency management agency 1
appendix ii supplemental case study information 1
chief executive officer riso 1
case study entities appendix v related 1
joint financial management improvement program 1
tools gao/aimd00134 ♦ executive guide 1
value through worldclass financial management ordering information 1
daytoday accounting activities key 1
jeffrey c. steinhoff acting assistant comptroller general accounting 1
line management • training 1
financial accounting standards board 1
selected case study entities 1
staff acknowledgements ♦ linda p. garrison 1
accountancy george washington university patricia m. wallington vice president 1
internal auditing world wide web- 1
executive guide creating value 1
riso cornelius e. tierney professor 1
meeting mission objectives key 1
value through worldclass financial management appendix vii leading organization contacts 1
other federal financial management 1
value through worldclass financial management appendix iii worldclass finance performance metrics 1
government management reform act 1
illinois thomas v. fritz president 1
